ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
312,20200120,20200201,20200127,16345,SO43797,3578.27
310,20200120,20200201,20200127,16521,SO43798,3578.27
312,20200120,20200201,20200127,16636,SO43799,3578.27
311,20200121,20200202,20200128,21710,SO43800,3578.27
311,20200121,20200202,20200128,13583,SO43801,3578.27
312,20200121,20200202,20200128,11593,SO43802,3578.27
314,20200122,20200203,20200129,21741,SO43803,3578.27
310,20200122,20200203,20200129,13585,SO43804,3578.27
328,20200122,20200203,20200129,14510,SO43805,699.0982
312,20200122,20200203,20200129,16523,SO43806,3578.27
312,20200123,20200204,20200130,11611,SO43807,3578.27
313,20200123,20200204,20200130,13259,SO43808,3578.27
310,20200123,20200204,20200130,16350,SO43809,3578.27
345,20200123,20200204,20200130,11004,SO43810,3399.99
346,20200123,20200204,20200130,11026,SO43811,3399.99
312,20200124,20200205,20200131,27662,SO43812,3578.27
350,20200124,20200205,20200131,28390,SO43813,3374.99
350,20200124,20200205,20200131,25866,SO43814,3374.99
311,20200124,20200205,20200131,16494,SO43815,3578.27
314,20200124,20200205,20200131,16496,SO43816,3578.27
310,20200124,20200205,20200131,16519,SO43817,3578.27
312,20200124,20200205,20200131,16528,SO43818,3578.27
346,20200124,20200205,20200131,11006,SO43819,3399.99
312,20200125,20200206,20200201,27651,SO43820,3578.27
310,20200125,20200206,20200201,27663,SO43821,3578.27
313,20200125,20200206,20200201,27669,SO43822,3578.27
342,20200125,20200206,20200201,19942,SO43823,699.0982
338,20200125,20200206,20200201,14558,SO43824,699.0982
313,20200125,20200206,20200201,16349,SO43825,3578.27
348,20200125,20200206,20200201,11008,SO43826,3374.99
338,20200125,20200206,20200201,25250,SO43827,699.0982
310,20200126,20200207,20200202,27605,SO43828,3578.27
310,20200126,20200207,20200202,27611,SO43829,3578.27
311,20200126,20200207,20200202,16347,SO43830,3578.27
349,20200126,20200207,20200202,11028,SO43831,3374.99
310,20200126,20200207,20200202,13584,SO43832,3578.27
310,20200127,20200208,20200203,21727,SO43833,3578.27
348,20200127,20200208,20200203,28393,SO43834,3374.99
348,20200127,20200208,20200203,19802,SO43835,3374.99
324,20200127,20200208,20200203,26620,SO43836,699.0982
350,20200127,20200208,20200203,11009,SO43837,3374.99
313,20200128,20200209,20200204,27641,SO43838,3578.27
311,20200128,20200209,20200204,27673,SO43839,3578.27
326,20200128,20200209,20200204,17957,SO43840,699.0982
314,20200128,20200209,20200204,13406,SO43841,3578.27
312,20200128,20200209,20200204,16630,SO43842,3578.27
313,20200129,20200210,20200205,22041,SO43918,3578.27
314,20200129,20200210,20200205,12124,SO43919,3578.27
313,20200129,20200210,20200205,28066,SO43920,3578.27
313,20200129,20200210,20200205,16743,SO43921,3578.27
310,20200129,20200210,20200205,13546,SO43922,3578.27
312,20200130,20200211,20200206,28018,SO43923,3578.27
310,20200130,20200211,20200206,12132,SO43924,3578.27
314,20200130,20200211,20200206,16661,SO43925,3578.27
351,20200131,20200212,20200207,11055,SO43926,3374.99
314,20200131,20200212,20200207,16662,SO43927,3578.27
313,20200131,20200212,20200207,16740,SO43928,3578.27
322,20200131,20200212,20200207,25270,SO43929,699.0982
312,20200201,20200213,20200208,28038,SO43930,3578.27
313,20200201,20200213,20200208,13548,SO43931,3578.27
314,20200201,20200213,20200208,16741,SO43932,3578.27
347,20200201,20200213,20200208,11031,SO43933,3399.99
346,20200201,20200213,20200208,11034,SO43934,3399.99
334,20200202,20200214,20200209,20048,SO43935,699.0982
311,20200202,20200214,20200209,28065,SO43936,3578.27
312,20200202,20200214,20200209,17047,SO43937,3578.27
310,20200202,20200214,20200209,16686,SO43938,3578.27
312,20200202,20200214,20200209,16659,SO43939,3578.27
336,20200202,20200214,20200209,25294,SO43940,699.0982
314,20200203,20200215,20200210,13600,SO43941,3578.27
310,20200203,20200215,20200210,17051,SO43942,3578.27
338,20200203,20200215,20200210,14565,SO43943,699.0982
344,20200203,20200215,20200210,11054,SO43944,3399.99
310,20200203,20200215,20200210,16675,SO43945,3578.27
313,20200203,20200215,20200210,16687,SO43946,3578.27
310,20200203,20200215,20200210,16712,SO43947,3578.27
345,20200203,20200215,20200210,11047,SO43948,3399.99
310,20200204,20200216,20200211,27726,SO43949,3578.27
311,20200204,20200216,20200211,28014,SO43950,3578.27
311,20200204,20200216,20200211,16696,SO43951,3578.27
312,20200204,20200216,20200211,16639,SO43952,3578.27
342,20200205,20200217,20200212,20049,SO43953,699.0982
311,20200205,20200217,20200212,13602,SO43954,3578.27
314,20200205,20200217,20200212,13661,SO43955,3578.27
344,20200205,20200217,20200212,11030,SO43956,3399.99
313,20200206,20200218,20200213,28068,SO43957,3578.27
312,20200206,20200218,20200213,16658,SO43958,3578.27
348,20200206,20200218,20200213,11035,SO43959,3374.99
349,20200206,20200218,20200213,11046,SO43960,3374.99
311,20200207,20200219,20200214,28031,SO43961,3578.27
312,20200207,20200219,20200214,28076,SO43962,3578.27
314,20200207,20200219,20200214,16685,SO43963,3578.27
312,20200207,20200219,20200214,16745,SO43964,3578.27
351,20200207,20200219,20200214,11038,SO43965,3374.99
347,20200207,20200219,20200214,11039,SO43966,3399.99
313,20200208,20200220,20200215,28040,SO43967,3578.27
313,20200208,20200220,20200215,28067,SO43968,3578.27
310,20200208,20200220,20200215,28071,SO43969,3578.27
311,20200208,20200220,20200215,16684,SO43970,3578.27
314,20200208,20200220,20200215,16657,SO43971,3578.27
314,20200209,20200221,20200216,21939,SO43972,3578.27
312,20200209,20200221,20200216,28039,SO43973,3578.27
312,20200209,20200221,20200216,13687,SO43974,3578.27
312,20200209,20200221,20200216,13540,SO43975,3578.27
310,20200209,20200221,20200216,28063,SO43976,3578.27
312,20200209,20200221,20200216,16703,SO43977,3578.27
310,20200210,20200222,20200217,28030,SO43978,3578.27
322,20200210,20200222,20200217,14576,SO43979,699.0982
351,20200210,20200222,20200217,11048,SO43980,3374.99
314,20200210,20200222,20200217,16664,SO43981,3578.27
342,20200210,20200222,20200217,25271,SO43982,699.0982
314,20200211,20200223,20200218,28017,SO43983,3578.27
311,20200211,20200223,20200218,13545,SO43984,3578.27
313,20200211,20200223,20200218,13515,SO43985,3578.27
310,20200211,20200223,20200218,28070,SO43986,3578.27
310,20200212,20200224,20200219,28042,SO43987,3578.27
344,20200212,20200224,20200219,11244,SO43988,3399.99
312,20200212,20200224,20200219,28083,SO43989,3578.27
344,20200212,20200224,20200219,25872,SO43990,3399.99
310,20200212,20200224,20200219,16660,SO43991,3578.27
311,20200212,20200224,20200219,16638,SO43992,3578.27
314,20200214,20200226,20200221,16929,SO43993,3578.27
314,20200215,20200227,20200222,27681,SO43994,3578.27
312,20200215,20200227,20200222,21813,SO43995,3578.27
310,20200215,20200227,20200222,27920,SO43996,3578.27
310,20200215,20200227,20200222,28022,SO43997,3578.27
348,20200215,20200227,20200222,11033,SO43998,3374.99
311,20200215,20200227,20200222,28047,SO43999,3578.27
311,20200216,20200228,20200223,27918,SO44000,3578.27
313,20200216,20200228,20200223,28044,SO44001,3578.27
336,20200216,20200228,20200223,14572,SO44002,699.0982
342,20200216,20200228,20200223,19325,SO44003,699.0982
310,20200216,20200228,20200223,28061,SO44004,3578.27
334,20200216,20200228,20200223,26629,SO44005,699.0982
310,20200216,20200228,20200223,16744,SO44006,3578.27
320,20200216,20200228,20200223,25555,SO44007,699.0982
312,20200217,20200301,20200224,27678,SO44008,3578.27
314,20200217,20200301,20200224,27759,SO44009,3578.27
310,20200217,20200301,20200224,13680,SO44010,3578.27
310,20200217,20200301,20200224,13514,SO44011,3578.27
349,20200217,20200301,20200224,11052,SO44012,3374.99
312,20200217,20200301,20200224,16928,SO44013,3578.27
313,20200218,20200302,20200225,27917,SO44014,3578.27
311,20200218,20200302,20200225,13693,SO44015,3578.27
350,20200218,20200302,20200225,11247,SO44016,3374.99
310,20200218,20200302,20200225,28078,SO44017,3578.27
350,20200218,20200302,20200225,25876,SO44018,3374.99
310,20200218,20200302,20200225,16701,SO44019,3578.27
311,20200218,20200302,20200225,16931,SO44020,3578.27
348,20200218,20200302,20200225,11032,SO44021,3374.99
313,20200219,20200303,20200226,22008,SO44022,3578.27
349,20200219,20200303,20200226,19830,SO44023,3374.99
314,20200219,20200303,20200226,16663,SO44024,3578.27
314,20200219,20200303,20200226,16708,SO44025,3578.27
310,20200219,20200303,20200226,17045,SO44026,3578.27
310,20200220,20200304,20200227,21921,SO44027,3578.27
312,20200220,20200304,20200227,17048,SO44028,3578.27
350,20200220,20200304,20200227,11050,SO44029,3374.99
311,20200221,20200305,20200228,12131,SO44030,3578.27
313,20200221,20200305,20200228,13689,SO44031,3578.27
344,20200221,20200305,20200228,11243,SO44032,3399.99
314,20200221,20200305,20200228,16693,SO44033,3578.27
313,20200221,20200305,20200228,16702,SO44034,3578.27
312,20200221,20200305,20200228,16707,SO44035,3578.27
310,20200221,20200305,20200228,17046,SO44036,3578.27
328,20200221,20200305,20200228,25272,SO44037,699.0982
344,20200221,20200305,20200228,25868,SO44038,3399.99
342,20200222,20200306,20200301,17971,SO44039,699.0982
351,20200222,20200306,20200301,11057,SO44040,3374.99
313,20200222,20200306,20200301,16742,SO44041,3578.27
313,20200223,20200307,20200302,13678,SO44042,3578.27
311,20200223,20200307,20200302,13679,SO44043,3578.27
314,20200223,20200307,20200302,13690,SO44044,3578.27
344,20200223,20200307,20200302,28394,SO44045,3399.99
313,20200223,20200307,20200302,28064,SO44046,3578.27
344,20200223,20200307,20200302,25878,SO44047,3399.99
314,20200223,20200307,20200302,16713,SO44048,3578.27
314,20200224,20200308,20200303,13538,SO44049,3578.27
310,20200224,20200308,20200303,17050,SO44050,3578.27
310,20200225,20200309,20200304,13691,SO44051,3578.27
314,20200225,20200309,20200304,16637,SO44052,3578.27
338,20200226,20200310,20200305,19329,SO44053,699.0982
314,20200226,20200310,20200305,13542,SO44054,3578.27
310,20200226,20200310,20200305,13543,SO44055,3578.27
314,20200226,20200310,20200305,13559,SO44056,3578.27
338,20200226,20200310,20200305,14577,SO44057,699.0982
350,20200226,20200310,20200305,11056,SO44058,3374.99
313,20200226,20200310,20200305,16688,SO44059,3578.27
342,20200226,20200310,20200305,25273,SO44060,699.0982
310,20200227,20200311,20200306,27919,SO44061,3578.27
310,20200227,20200311,20200306,28041,SO44062,3578.27
344,20200227,20200311,20200306,11240,SO44063,3399.99
310,20200227,20200311,20200306,22050,SO44064,3578.27
310,20200227,20200311,20200306,28062,SO44065,3578.27
344,20200227,20200311,20200306,25867,SO44066,3399.99
310,20200227,20200311,20200306,17049,SO44067,3578.27
313,20200228,20200312,20200307,13541,SO44068,3578.27
349,20200228,20200312,20200307,28395,SO44069,3374.99
349,20200228,20200312,20200307,19829,SO44070,3374.99
313,20200228,20200312,20200307,16691,SO44071,3578.27
311,20200228,20200312,20200307,16656,SO44072,3578.27
351,20200228,20200312,20200307,11044,SO44073,3374.99
310,20200301,20200313,20200308,13821,SO44134,3578.27
310,20200301,20200313,20200308,28156,SO44135,3578.27
311,20200301,20200313,20200308,22114,SO44136,3578.27
314,20200301,20200313,20200308,17328,SO44137,3578.27
310,20200302,20200314,20200309,13765,SO44138,3578.27
311,20200302,20200314,20200309,13792,SO44139,3578.27
311,20200302,20200314,20200309,12221,SO44140,3578.27
313,20200302,20200314,20200309,13572,SO44141,3578.27
313,20200302,20200314,20200309,22058,SO44142,3578.27
313,20200302,20200314,20200309,28145,SO44143,3578.27
312,20200302,20200314,20200309,17071,SO44144,3578.27
310,20200302,20200314,20200309,17309,SO44145,3578.27
313,20200302,20200314,20200309,17310,SO44146,3578.27
310,20200302,20200314,20200309,17320,SO44147,3578.27
310,20200303,20200315,20200310,28172,SO44148,3578.27
312,20200303,20200315,20200310,17242,SO44149,3578.27
312,20200303,20200315,20200310,17315,SO44150,3578.27
328,20200303,20200315,20200310,25558,SO44151,699.0982
346,20200304,20200316,20200311,11334,SO44152,3399.99
312,20200304,20200316,20200311,28168,SO44153,3578.27
311,20200304,20200316,20200311,28181,SO44154,3578.27
313,20200304,20200316,20200311,28131,SO44155,3578.27
346,20200304,20200316,20200311,25887,SO44156,3399.99
314,20200304,20200316,20200311,17055,SO44157,3578.27
311,20200305,20200317,20200312,13567,SO44158,3578.27
311,20200305,20200317,20200312,28182,SO44159,3578.27
312,20200305,20200317,20200312,28186,SO44160,3578.27
314,20200306,20200318,20200313,13772,SO44161,3578.27
311,20200306,20200318,20200313,28185,SO44162,3578.27
314,20200306,20200318,20200313,28193,SO44163,3578.27
310,20200306,20200318,20200313,28088,SO44164,3578.27
313,20200306,20200318,20200313,17065,SO44165,3578.27
338,20200306,20200318,20200313,14581,SO44166,699.0982
314,20200306,20200318,20200313,17308,SO44167,3578.27
313,20200307,20200319,20200314,12211,SO44168,3578.27
311,20200307,20200319,20200314,28179,SO44169,3578.27
314,20200307,20200319,20200314,28183,SO44170,3578.27
313,20200307,20200319,20200314,28112,SO44171,3578.27
338,20200307,20200319,20200314,14584,SO44172,699.0982
312,20200308,20200320,20200315,13784,SO44173,3578.27
311,20200308,20200320,20200315,17229,SO44174,3578.27
313,20200308,20200320,20200315,17246,SO44175,3578.27
314,20200309,20200321,20200316,12220,SO44176,3578.27
350,20200309,20200321,20200316,11337,SO44177,3374.99
312,20200309,20200321,20200316,28097,SO44178,3578.27
350,20200309,20200321,20200316,25888,SO44179,3374.99
347,20200309,20200321,20200316,11058,SO44180,3399.99
312,20200309,20200321,20200316,17294,SO44181,3578.27
310,20200309,20200321,20200316,17299,SO44182,3578.27
310,20200310,20200322,20200317,28158,SO44183,3578.27
314,20200310,20200322,20200317,17247,SO44184,3578.27
310,20200310,20200322,20200317,17280,SO44185,3578.27
347,20200312,20200324,20200319,25889,SO44186,3399.99
313,20200312,20200324,20200319,17069,SO44187,3578.27
334,20200313,20200325,20200320,20052,SO44188,699.0982
322,20200313,20200325,20200320,20054,SO44189,699.0982
348,20200313,20200325,20200320,11061,SO44190,3374.99
310,20200313,20200325,20200320,17248,SO44191,3578.27
312,20200314,20200326,20200321,13570,SO44192,3578.27
312,20200314,20200326,20200321,28164,SO44193,3578.27
310,20200314,20200326,20200321,17064,SO44194,3578.27
313,20200314,20200326,20200321,17249,SO44195,3578.27
314,20200314,20200326,20200321,17295,SO44196,3578.27
312,20200315,20200327,20200322,28096,SO44197,3578.27
310,20200315,20200327,20200322,28150,SO44198,3578.27
313,20200315,20200327,20200322,17259,SO44199,3578.27
311,20200315,20200327,20200322,17312,SO44200,3578.27
313,20200316,20200328,20200323,12254,SO44201,3578.27
311,20200316,20200328,20200323,28159,SO44202,3578.27
312,20200316,20200328,20200323,28149,SO44203,3578.27
336,20200316,20200328,20200323,14580,SO44204,699.0982
312,20200316,20200328,20200323,17285,SO44205,3578.27
347,20200317,20200329,20200324,11250,SO44206,3399.99
313,20200317,20200329,20200324,28162,SO44207,3578.27
347,20200317,20200329,20200324,25879,SO44208,3399.99
311,20200317,20200329,20200324,17257,SO44209,3578.27
310,20200318,20200330,20200325,13783,SO44210,3578.27
313,20200318,20200330,20200325,28154,SO44211,3578.27
312,20200318,20200330,20200325,28170,SO44212,3578.27
310,20200318,20200330,20200325,17351,SO44213,3578.27
311,20200318,20200330,20200325,17332,SO44214,3578.27
312,20200319,20200331,20200326,28180,SO44215,3578.27
314,20200319,20200331,20200326,13560,SO44216,3578.27
310,20200319,20200331,20200326,28148,SO44217,3578.27
311,20200319,20200331,20200326,22109,SO44218,3578.27
338,20200319,20200331,20200326,14590,SO44219,699.0982
345,20200319,20200331,20200326,11060,SO44220,3399.99
314,20200319,20200331,20200326,17255,SO44221,3578.27
311,20200319,20200331,20200326,17258,SO44222,3578.27
310,20200320,20200401,20200327,13847,SO44223,3578.27
314,20200320,20200401,20200327,28166,SO44224,3578.27
322,20200321,20200402,20200328,20060,SO44225,699.0982
313,20200321,20200402,20200328,12255,SO44226,3578.27
349,20200321,20200402,20200328,28401,SO44227,3374.99
344,20200321,20200402,20200328,11333,SO44228,3399.99
344,20200321,20200402,20200328,25886,SO44229,3399.99
312,20200321,20200402,20200328,17241,SO44230,3578.27
334,20200321,20200402,20200328,17973,SO44231,699.0982
312,20200321,20200402,20200328,17334,SO44232,3578.27
310,20200322,20200403,20200329,13841,SO44233,3578.27
312,20200322,20200403,20200329,28184,SO44234,3578.27
313,20200322,20200403,20200329,22117,SO44235,3578.27
312,20200322,20200403,20200329,28191,SO44236,3578.27
310,20200322,20200403,20200329,17056,SO44237,3578.27
311,20200322,20200403,20200329,17079,SO44238,3578.27
311,20200323,20200404,20200330,12217,SO44239,3578.27
311,20200323,20200404,20200330,13580,SO44240,3578.27
313,20200323,20200404,20200330,28155,SO44241,3578.27
313,20200323,20200404,20200330,28163,SO44242,3578.27
312,20200323,20200404,20200330,17278,SO44243,3578.27
312,20200323,20200404,20200330,17329,SO44244,3578.27
330,20200323,20200404,20200330,25556,SO44245,699.0982
312,20200324,20200405,20200331,12219,SO44246,3578.27
310,20200324,20200405,20200331,17233,SO44247,3578.27
313,20200324,20200405,20200331,17240,SO44248,3578.27
313,20200325,20200406,20200401,13845,SO44249,3578.27
312,20200325,20200406,20200401,28167,SO44250,3578.27
311,20200325,20200406,20200401,28190,SO44251,3578.27
312,20200326,20200407,20200402,13777,SO44252,3578.27
310,20200326,20200407,20200402,28099,SO44253,3578.27
314,20200326,20200407,20200402,28142,SO44254,3578.27
340,20200326,20200407,20200402,14585,SO44255,699.0982
312,20200326,20200407,20200402,17232,SO44256,3578.27
313,20200327,20200408,20200403,12212,SO44257,3578.27
310,20200327,20200408,20200403,13579,SO44258,3578.27
312,20200327,20200408,20200403,28171,SO44259,3578.27
312,20200327,20200408,20200403,28194,SO44260,3578.27
312,20200327,20200408,20200403,22112,SO44261,3578.27
322,20200327,20200408,20200403,20149,SO44262,699.0982
310,20200327,20200408,20200403,17279,SO44263,3578.27
313,20200327,20200408,20200403,17286,SO44264,3578.27
320,20200327,20200408,20200403,25557,SO44265,699.0982
336,20200327,20200408,20200403,25559,SO44266,699.0982
336,20200328,20200409,20200404,19339,SO44267,699.0982
312,20200328,20200409,20200404,13820,SO44268,3578.27
326,20200329,20200410,20200405,14589,SO44269,699.0982
314,20200330,20200411,20200406,13794,SO44270,3578.27
314,20200330,20200411,20200406,13846,SO44271,3578.27
311,20200330,20200411,20200406,12256,SO44272,3578.27
311,20200330,20200411,20200406,28147,SO44273,3578.27
314,20200330,20200411,20200406,28152,SO44274,3578.27
311,20200330,20200411,20200406,17256,SO44275,3578.27
313,20200330,20200411,20200406,17277,SO44276,3578.27
311,20200330,20200411,20200406,17288,SO44277,3578.27
310,20200330,20200411,20200406,17293,SO44278,3578.27
313,20200330,20200411,20200406,17326,SO44279,3578.27
314,20200331,20200412,20200407,14429,SO44320,3578.27
311,20200331,20200412,20200407,28222,SO44321,3578.27
328,20200331,20200412,20200407,17975,SO44322,699.0982
344,20200331,20200412,20200407,11072,SO44323,3399.99
311,20200401,20200413,20200408,12267,SO44324,3578.27
351,20200401,20200413,20200408,11095,SO44325,3374.99
312,20200401,20200413,20200408,17728,SO44326,3578.27
314,20200402,20200414,20200409,28598,SO44327,3578.27
310,20200402,20200414,20200409,17921,SO44328,3578.27
311,20200402,20200414,20200409,17904,SO44329,3578.27
312,20200402,20200414,20200409,28199,SO44330,3578.27
311,20200403,20200415,20200410,28257,SO44331,3578.27
310,20200403,20200415,20200410,17510,SO44332,3578.27
345,20200404,20200416,20200411,11343,SO44333,3399.99
311,20200404,20200416,20200411,28273,SO44334,3578.27
324,20200404,20200416,20200411,20165,SO44335,699.0982
345,20200404,20200416,20200411,25895,SO44336,3399.99
351,20200404,20200416,20200411,11097,SO44337,3374.99
314,20200404,20200416,20200411,18188,SO44338,3578.27
311,20200404,20200416,20200411,18189,SO44339,3578.27
314,20200404,20200416,20200411,17354,SO44340,3578.27
348,20200405,20200417,20200412,25905,SO44341,3374.99
320,20200405,20200417,20200412,14610,SO44342,699.0982
314,20200405,20200417,20200412,17920,SO44343,3578.27
310,20200406,20200418,20200413,14427,SO44344,3578.27
313,20200406,20200418,20200413,28200,SO44345,3578.27
336,20200406,20200418,20200413,14602,SO44346,699.0982
312,20200406,20200418,20200413,17911,SO44347,3578.27
313,20200407,20200419,20200414,14159,SO44348,3578.27
311,20200407,20200419,20200414,28243,SO44349,3578.27
312,20200407,20200419,20200414,28244,SO44350,3578.27
314,20200407,20200419,20200414,28271,SO44351,3578.27
311,20200407,20200419,20200414,28297,SO44352,3578.27
326,20200407,20200419,20200414,14591,SO44353,699.0982
336,20200407,20200419,20200414,14603,SO44354,699.0982
347,20200407,20200419,20200414,11093,SO44355,3399.99
345,20200407,20200419,20200414,11099,SO44356,3399.99
310,20200407,20200419,20200414,17511,SO44357,3578.27
310,20200407,20200419,20200414,17732,SO44358,3578.27
311,20200408,20200420,20200415,14525,SO44359,3578.27
311,20200408,20200420,20200415,14158,SO44360,3578.27
310,20200408,20200420,20200415,13686,SO44361,3578.27
310,20200408,20200420,20200415,28259,SO44362,3578.27
312,20200408,20200420,20200415,28285,SO44363,3578.27
348,20200408,20200420,20200415,11092,SO44364,3374.99
313,20200408,20200420,20200415,17912,SO44365,3578.27
313,20200408,20200420,20200415,17502,SO44366,3578.27
328,20200408,20200420,20200415,25562,SO44367,699.0982
314,20200409,20200421,20200416,14150,SO44368,3578.27
310,20200409,20200421,20200416,28250,SO44369,3578.27
313,20200409,20200421,20200416,18193,SO44370,3578.27
311,20200409,20200421,20200416,17514,SO44371,3578.27
310,20200409,20200421,20200416,17736,SO44372,3578.27
310,20200410,20200422,20200417,13767,SO44373,3578.27
310,20200410,20200422,20200417,14157,SO44374,3578.27
310,20200410,20200422,20200417,14183,SO44375,3578.27
349,20200410,20200422,20200417,29399,SO44376,3374.99
310,20200410,20200422,20200417,28234,SO44377,3578.27
349,20200410,20200422,20200417,25903,SO44378,3374.99
351,20200410,20200422,20200417,11080,SO44379,3374.99
310,20200410,20200422,20200417,17915,SO44380,3578.27
313,20200411,20200423,20200418,14191,SO44381,3578.27
347,20200411,20200423,20200418,11341,SO44382,3399.99
310,20200411,20200423,20200418,28268,SO44383,3578.27
311,20200411,20200423,20200418,28296,SO44384,3578.27
314,20200411,20200423,20200418,28298,SO44385,3578.27
